Initialize dataset with 1148437 characters, 86 unique.
[2019-11-27 00:27] Train Step 0000/1000000, Batch Size = 64, Examples/Sec = 1767.84, Accuracy = 0.00, Loss = 4.465
[2019-11-27 00:33] Train Step 20700/1000000, Batch Size = 64, Examples/Sec = 5543.67, Accuracy = 0.63, Loss = 1.233
[2019-11-27 00:33] Train Step 20800/1000000, Batch Size = 64, Examples/Sec = 4243.64, Accuracy = 0.63, Loss = 1.187
[2019-11-27 00:33] Train Step 20900/1000000, Batch Size = 64, Examples/Sec = 5267.26, Accuracy = 0.63, Loss = 1.196
[2019-11-27 00:33] Train Step 21000/1000000, Batch Size = 64, Examples/Sec = 4448.57, Accuracy = 0.63, Loss = 1.175
[2019-11-27 00:33] Train Step 21100/1000000, Batch Size = 64, Examples/Sec = 5318.92, Accuracy = 0.63, Loss = 1.185
[2019-11-27 00:33] Train Step 21200/1000000, Batch Size = 64, Examples/Sec = 3521.39, Accuracy = 0.63, Loss = 1.217
[2019-11-27 00:34] Train Step 21300/1000000, Batch Size = 64, Examples/Sec = 3895.22, Accuracy = 0.62, Loss = 1.214
[2019-11-27 00:34] Train Step 21400/1000000, Batch Size = 64, Examples/Sec = 5118.71, Accuracy = 0.63, Loss = 1.193
[2019-11-27 00:34] Train Step 21500/1000000, Batch Size = 64, Examples/Sec = 7199.94, Accuracy = 0.63, Loss = 1.202
[2019-11-27 00:34] Train Step 21600/1000000, Batch Size = 64, Examples/Sec = 4958.26, Accuracy = 0.63, Loss = 1.177
[2019-11-27 00:34] Train Step 21700/1000000, Batch Size = 64, Examples/Sec = 6891.62, Accuracy = 0.61, Loss = 1.229
[2019-11-27 00:34] Train Step 21800/1000000, Batch Size = 64, Examples/Sec = 5005.70, Accuracy = 0.63, Loss = 1.240
[2019-11-27 00:34] Train Step 21900/1000000, Batch Size = 64, Examples/Sec = 4939.47, Accuracy = 0.62, Loss = 1.246
[2019-11-27 00:34] Train Step 22000/1000000, Batch Size = 64, Examples/Sec = 4934.29, Accuracy = 0.64, Loss = 1.240
[2019-11-27 00:34] Train Step 22100/1000000, Batch Size = 64, Examples/Sec = 5199.01, Accuracy = 0.63, Loss = 1.189
[2019-11-27 00:34] Train Step 22200/1000000, Batch Size = 64, Examples/Sec = 5179.15, Accuracy = 0.64, Loss = 1.192
[2019-11-27 00:34] Train Step 22300/1000000, Batch Size = 64, Examples/Sec = 4915.32, Accuracy = 0.64, Loss = 1.157
[2019-11-27 00:34] Train Step 22400/1000000, Batch Size = 64, Examples/Sec = 5402.31, Accuracy = 0.64, Loss = 1.193
[2019-11-27 00:34] Train Step 22500/1000000, Batch Size = 64, Examples/Sec = 4883.57, Accuracy = 0.63, Loss = 1.180
[2019-11-27 00:34] Train Step 22600/1000000, Batch Size = 64, Examples/Sec = 5230.62, Accuracy = 0.64, Loss = 1.170
[2019-11-27 00:34] Train Step 22700/1000000, Batch Size = 64, Examples/Sec = 5153.99, Accuracy = 0.65, Loss = 1.135
[2019-11-27 00:34] Train Step 22800/1000000, Batch Size = 64, Examples/Sec = 4262.17, Accuracy = 0.62, Loss = 1.238
[2019-11-27 00:34] Train Step 22900/1000000, Batch Size = 64, Examples/Sec = 6312.71, Accuracy = 0.63, Loss = 1.188
[2019-11-27 00:34] Train Step 23000/1000000, Batch Size = 64, Examples/Sec = 7018.10, Accuracy = 0.62, Loss = 1.213
[2019-11-27 00:34] Train Step 23100/1000000, Batch Size = 64, Examples/Sec = 4142.78, Accuracy = 0.63, Loss = 1.169
[2019-11-27 00:34] Train Step 23200/1000000, Batch Size = 64, Examples/Sec = 4539.14, Accuracy = 0.61, Loss = 1.244
[2019-11-27 00:34] Train Step 23300/1000000, Batch Size = 64, Examples/Sec = 4490.91, Accuracy = 0.65, Loss = 1.144
[2019-11-27 00:34] Train Step 23400/1000000, Batch Size = 64, Examples/Sec = 4517.90, Accuracy = 0.62, Loss = 1.224
[2019-11-27 00:34] Train Step 23500/1000000, Batch Size = 64, Examples/Sec = 4343.19, Accuracy = 0.63, Loss = 1.221
[2019-11-27 00:34] Train Step 23600/1000000, Batch Size = 64, Examples/Sec = 4287.90, Accuracy = 0.64, Loss = 1.168
[2019-11-27 00:34] Train Step 23700/1000000, Batch Size = 64, Examples/Sec = 4527.35, Accuracy = 0.61, Loss = 1.233
[2019-11-27 00:34] Train Step 23800/1000000, Batch Size = 64, Examples/Sec = 4547.90, Accuracy = 0.65, Loss = 1.165
[2019-11-27 00:34] Train Step 23900/1000000, Batch Size = 64, Examples/Sec = 5469.57, Accuracy = 0.65, Loss = 1.156
[2019-11-27 00:34] Train Step 24000/1000000, Batch Size = 64, Examples/Sec = 5416.92, Accuracy = 0.62, Loss = 1.232
[2019-11-27 00:34] Train Step 24100/1000000, Batch Size = 64, Examples/Sec = 4608.25, Accuracy = 0.62, Loss = 1.235
[2019-11-27 00:34] Train Step 24200/1000000, Batch Size = 64, Examples/Sec = 4817.32, Accuracy = 0.61, Loss = 1.257
[2019-11-27 00:34] Train Step 24300/1000000, Batch Size = 64, Examples/Sec = 4523.46, Accuracy = 0.64, Loss = 1.170
[2019-11-27 00:35] Train Step 24400/1000000, Batch Size = 64, Examples/Sec = 4026.69, Accuracy = 0.62, Loss = 1.238
[2019-11-27 00:35] Train Step 24500/1000000, Batch Size = 64, Examples/Sec = 4243.44, Accuracy = 0.65, Loss = 1.159
[2019-11-27 00:35] Train Step 24600/1000000, Batch Size = 64, Examples/Sec = 6468.64, Accuracy = 0.64, Loss = 1.180
[2019-11-27 00:35] Train Step 24700/1000000, Batch Size = 64, Examples/Sec = 4669.99, Accuracy = 0.63, Loss = 1.190
[2019-11-27 00:35] Train Step 24800/1000000, Batch Size = 64, Examples/Sec = 4587.70, Accuracy = 0.64, Loss = 1.168
[2019-11-27 00:35] Train Step 24900/1000000, Batch Size = 64, Examples/Sec = 4386.92, Accuracy = 0.63, Loss = 1.199
[2019-11-27 00:35] Train Step 25000/1000000, Batch Size = 64, Examples/Sec = 4466.48, Accuracy = 0.64, Loss = 1.189
[2019-11-27 00:35] Train Step 25100/1000000, Batch Size = 64, Examples/Sec = 4554.77, Accuracy = 0.63, Loss = 1.241
[2019-11-27 00:35] Train Step 25200/1000000, Batch Size = 64, Examples/Sec = 4677.31, Accuracy = 0.62, Loss = 1.232
[2019-11-27 00:35] Train Step 25300/1000000, Batch Size = 64, Examples/Sec = 7458.61, Accuracy = 0.62, Loss = 1.209
[2019-11-27 00:35] Train Step 25400/1000000, Batch Size = 64, Examples/Sec = 7169.75, Accuracy = 0.63, Loss = 1.196
[2019-11-27 00:35] Train Step 25500/1000000, Batch Size = 64, Examples/Sec = 4458.17, Accuracy = 0.62, Loss = 1.241
[2019-11-27 00:35] Train Step 25600/1000000, Batch Size = 64, Examples/Sec = 6979.42, Accuracy = 0.63, Loss = 1.214
[2019-11-27 00:35] Train Step 25700/1000000, Batch Size = 64, Examples/Sec = 7205.93, Accuracy = 0.62, Loss = 1.220
[2019-11-27 00:35] Train Step 25800/1000000, Batch Size = 64, Examples/Sec = 7098.84, Accuracy = 0.63, Loss = 1.213
[2019-11-27 00:35] Train Step 25900/1000000, Batch Size = 64, Examples/Sec = 5567.70, Accuracy = 0.64, Loss = 1.142
[2019-11-27 00:35] Train Step 26000/1000000, Batch Size = 64, Examples/Sec = 6604.55, Accuracy = 0.64, Loss = 1.191
[2019-11-27 00:35] Train Step 26100/1000000, Batch Size = 64, Examples/Sec = 4021.93, Accuracy = 0.66, Loss = 1.138
[2019-11-27 00:35] Train Step 26200/1000000, Batch Size = 64, Examples/Sec = 7235.46, Accuracy = 0.66, Loss = 1.140
[2019-11-27 00:35] Train Step 26300/1000000, Batch Size = 64, Examples/Sec = 7267.58, Accuracy = 0.64, Loss = 1.165
[2019-11-27 00:35] Train Step 26400/1000000, Batch Size = 64, Examples/Sec = 7179.34, Accuracy = 0.63, Loss = 1.216
[2019-11-27 00:35] Train Step 26500/1000000, Batch Size = 64, Examples/Sec = 5646.40, Accuracy = 0.64, Loss = 1.188
[2019-11-27 00:35] Train Step 26600/1000000, Batch Size = 64, Examples/Sec = 7160.38, Accuracy = 0.61, Loss = 1.221
[2019-11-27 00:35] Train Step 26700/1000000, Batch Size = 64, Examples/Sec = 7156.94, Accuracy = 0.62, Loss = 1.234
[2019-11-27 00:35] Train Step 26800/1000000, Batch Size = 64, Examples/Sec = 4381.05, Accuracy = 0.63, Loss = 1.185
[2019-11-27 00:35] Train Step 26900/1000000, Batch Size = 64, Examples/Sec = 5429.96, Accuracy = 0.63, Loss = 1.176
[2019-11-27 00:35] Train Step 27000/1000000, Batch Size = 64, Examples/Sec = 4548.67, Accuracy = 0.60, Loss = 1.245
[2019-11-27 00:35] Train Step 27100/1000000, Batch Size = 64, Examples/Sec = 7232.34, Accuracy = 0.63, Loss = 1.193
[2019-11-27 00:35] Train Step 27200/1000000, Batch Size = 64, Examples/Sec = 5417.36, Accuracy = 0.63, Loss = 1.191
[2019-11-27 00:35] Train Step 27300/1000000, Batch Size = 64, Examples/Sec = 4414.33, Accuracy = 0.64, Loss = 1.183
[2019-11-27 00:35] Train Step 27400/1000000, Batch Size = 64, Examples/Sec = 5958.35, Accuracy = 0.63, Loss = 1.193
[2019-11-27 00:35] Train Step 27500/1000000, Batch Size = 64, Examples/Sec = 4804.30, Accuracy = 0.63, Loss = 1.197
[2019-11-27 00:36] Train Step 27600/1000000, Batch Size = 64, Examples/Sec = 4865.61, Accuracy = 0.65, Loss = 1.161
[2019-11-27 00:36] Train Step 27700/1000000, Batch Size = 64, Examples/Sec = 7083.66, Accuracy = 0.64, Loss = 1.194
[2019-11-27 00:36] Train Step 27800/1000000, Batch Size = 64, Examples/Sec = 7160.95, Accuracy = 0.62, Loss = 1.251
[2019-11-27 00:36] Train Step 27900/1000000, Batch Size = 64, Examples/Sec = 4456.99, Accuracy = 0.62, Loss = 1.229
[2019-11-27 00:36] Train Step 28000/1000000, Batch Size = 64, Examples/Sec = 4538.83, Accuracy = 0.63, Loss = 1.222
[2019-11-27 00:36] Train Step 28100/1000000, Batch Size = 64, Examples/Sec = 4490.46, Accuracy = 0.62, Loss = 1.177
[2019-11-27 00:36] Train Step 28200/1000000, Batch Size = 64, Examples/Sec = 4235.33, Accuracy = 0.63, Loss = 1.172
[2019-11-27 00:36] Train Step 28300/1000000, Batch Size = 64, Examples/Sec = 4596.34, Accuracy = 0.63, Loss = 1.205
[2019-11-27 00:36] Train Step 28400/1000000, Batch Size = 64, Examples/Sec = 5255.92, Accuracy = 0.63, Loss = 1.210
[2019-11-27 00:36] Train Step 28500/1000000, Batch Size = 64, Examples/Sec = 5326.42, Accuracy = 0.63, Loss = 1.234
[2019-11-27 00:36] Train Step 28600/1000000, Batch Size = 64, Examples/Sec = 6564.34, Accuracy = 0.62, Loss = 1.223
[2019-11-27 00:36] Train Step 28700/1000000, Batch Size = 64, Examples/Sec = 6690.15, Accuracy = 0.63, Loss = 1.198
[2019-11-27 00:36] Train Step 28800/1000000, Batch Size = 64, Examples/Sec = 4525.90, Accuracy = 0.66, Loss = 1.133
[2019-11-27 00:36] Train Step 28900/1000000, Batch Size = 64, Examples/Sec = 5109.94, Accuracy = 0.62, Loss = 1.179
[2019-11-27 00:36] Train Step 29000/1000000, Batch Size = 64, Examples/Sec = 4941.11, Accuracy = 0.62, Loss = 1.225
[2019-11-27 00:36] Train Step 29100/1000000, Batch Size = 64, Examples/Sec = 4161.14, Accuracy = 0.64, Loss = 1.153
[2019-11-27 00:36] Train Step 29200/1000000, Batch Size = 64, Examples/Sec = 5096.26, Accuracy = 0.63, Loss = 1.205
[2019-11-27 00:36] Train Step 29300/1000000, Batch Size = 64, Examples/Sec = 4502.52, Accuracy = 0.64, Loss = 1.175
[2019-11-27 00:36] Train Step 29400/1000000, Batch Size = 64, Examples/Sec = 5891.26, Accuracy = 0.65, Loss = 1.154
[2019-11-27 00:36] Train Step 29500/1000000, Batch Size = 64, Examples/Sec = 5781.51, Accuracy = 0.64, Loss = 1.160
[2019-11-27 00:36] Train Step 29600/1000000, Batch Size = 64, Examples/Sec = 4466.78, Accuracy = 0.64, Loss = 1.162
[2019-11-27 00:36] Train Step 29700/1000000, Batch Size = 64, Examples/Sec = 5132.71, Accuracy = 0.63, Loss = 1.209
[2019-11-27 00:36] Train Step 29800/1000000, Batch Size = 64, Examples/Sec = 4955.79, Accuracy = 0.65, Loss = 1.136
[2019-11-27 00:36] Train Step 29900/1000000, Batch Size = 64, Examples/Sec = 5001.03, Accuracy = 0.62, Loss = 1.240
[2019-11-27 00:36] Train Step 30000/1000000, Batch Size = 64, Examples/Sec = 5015.14, Accuracy = 0.65, Loss = 1.134
[2019-11-27 00:36] Train Step 30100/1000000, Batch Size = 64, Examples/Sec = 4897.65, Accuracy = 0.65, Loss = 1.139
[2019-11-27 00:36] Train Step 30200/1000000, Batch Size = 64, Examples/Sec = 5050.81, Accuracy = 0.59, Loss = 1.272
[2019-11-27 00:36] Train Step 30300/1000000, Batch Size = 64, Examples/Sec = 4823.98, Accuracy = 0.64, Loss = 1.208
[2019-11-27 00:36] Train Step 30400/1000000, Batch Size = 64, Examples/Sec = 5406.34, Accuracy = 0.62, Loss = 1.231
[2019-11-27 00:36] Train Step 30500/1000000, Batch Size = 64, Examples/Sec = 4990.25, Accuracy = 0.64, Loss = 1.174
[2019-11-27 00:36] Train Step 30600/1000000, Batch Size = 64, Examples/Sec = 5423.71, Accuracy = 0.62, Loss = 1.224
[2019-11-27 00:37] Train Step 30700/1000000, Batch Size = 64, Examples/Sec = 4905.44, Accuracy = 0.62, Loss = 1.207
[2019-11-27 00:37] Train Step 30800/1000000, Batch Size = 64, Examples/Sec = 5540.23, Accuracy = 0.63, Loss = 1.191
[2019-11-27 00:37] Train Step 30900/1000000, Batch Size = 64, Examples/Sec = 5402.42, Accuracy = 0.63, Loss = 1.236
[2019-11-27 00:37] Train Step 31000/1000000, Batch Size = 64, Examples/Sec = 5633.96, Accuracy = 0.63, Loss = 1.204
[2019-11-27 00:37] Train Step 31100/1000000, Batch Size = 64, Examples/Sec = 5356.39, Accuracy = 0.62, Loss = 1.240
[2019-11-27 00:37] Train Step 31200/1000000, Batch Size = 64, Examples/Sec = 4804.04, Accuracy = 0.66, Loss = 1.129
[2019-11-27 00:37] Train Step 31300/1000000, Batch Size = 64, Examples/Sec = 4970.75, Accuracy = 0.65, Loss = 1.159
[2019-11-27 00:37] Train Step 31400/1000000, Batch Size = 64, Examples/Sec = 5301.70, Accuracy = 0.64, Loss = 1.189
[2019-11-27 00:37] Train Step 31500/1000000, Batch Size = 64, Examples/Sec = 4801.89, Accuracy = 0.63, Loss = 1.194
[2019-11-27 00:37] Train Step 31600/1000000, Batch Size = 64, Examples/Sec = 5416.37, Accuracy = 0.60, Loss = 1.265
[2019-11-27 00:37] Train Step 31700/1000000, Batch Size = 64, Examples/Sec = 5064.63, Accuracy = 0.64, Loss = 1.165
[2019-11-27 00:37] Train Step 31800/1000000, Batch Size = 64, Examples/Sec = 5030.27, Accuracy = 0.61, Loss = 1.228
[2019-11-27 00:37] Train Step 31900/1000000, Batch Size = 64, Examples/Sec = 4963.49, Accuracy = 0.62, Loss = 1.250
[2019-11-27 00:37] Train Step 32000/1000000, Batch Size = 64, Examples/Sec = 5160.73, Accuracy = 0.63, Loss = 1.197
[2019-11-27 00:37] Train Step 32100/1000000, Batch Size = 64, Examples/Sec = 5537.26, Accuracy = 0.64, Loss = 1.161
[2019-11-27 00:37] Train Step 32200/1000000, Batch Size = 64, Examples/Sec = 5082.56, Accuracy = 0.63, Loss = 1.192
[2019-11-27 00:37] Train Step 32300/1000000, Batch Size = 64, Examples/Sec = 4882.86, Accuracy = 0.64, Loss = 1.191
[2019-11-27 00:37] Train Step 32400/1000000, Batch Size = 64, Examples/Sec = 4822.86, Accuracy = 0.63, Loss = 1.201
[2019-11-27 00:37] Train Step 32500/1000000, Batch Size = 64, Examples/Sec = 5017.86, Accuracy = 0.62, Loss = 1.215
[2019-11-27 00:37] Train Step 32600/1000000, Batch Size = 64, Examples/Sec = 4842.78, Accuracy = 0.62, Loss = 1.204
[2019-11-27 00:37] Train Step 32700/1000000, Batch Size = 64, Examples/Sec = 5024.15, Accuracy = 0.64, Loss = 1.148
[2019-11-27 00:37] Train Step 32800/1000000, Batch Size = 64, Examples/Sec = 4917.03, Accuracy = 0.65, Loss = 1.171
[2019-11-27 00:37] Train Step 32900/1000000, Batch Size = 64, Examples/Sec = 4849.52, Accuracy = 0.62, Loss = 1.254
[2019-11-27 00:37] Train Step 33000/1000000, Batch Size = 64, Examples/Sec = 5010.84, Accuracy = 0.63, Loss = 1.198
[2019-11-27 00:37] Train Step 33100/1000000, Batch Size = 64, Examples/Sec = 4794.69, Accuracy = 0.63, Loss = 1.166
[2019-11-27 00:37] Train Step 33200/1000000, Batch Size = 64, Examples/Sec = 4913.70, Accuracy = 0.63, Loss = 1.166
[2019-11-27 00:37] Train Step 33300/1000000, Batch Size = 64, Examples/Sec = 5108.68, Accuracy = 0.64, Loss = 1.137
[2019-11-27 00:37] Train Step 33400/1000000, Batch Size = 64, Examples/Sec = 5651.39, Accuracy = 0.63, Loss = 1.177
[2019-11-27 00:37] Train Step 33500/1000000, Batch Size = 64, Examples/Sec = 5598.35, Accuracy = 0.64, Loss = 1.140
[2019-11-27 00:37] Train Step 33600/1000000, Batch Size = 64, Examples/Sec = 4973.79, Accuracy = 0.63, Loss = 1.171
[2019-11-27 00:37] Train Step 33700/1000000, Batch Size = 64, Examples/Sec = 5154.09, Accuracy = 0.63, Loss = 1.162
[2019-11-27 00:38] Train Step 33800/1000000, Batch Size = 64, Examples/Sec = 5625.45, Accuracy = 0.64, Loss = 1.166
[2019-11-27 00:38] Train Step 33900/1000000, Batch Size = 64, Examples/Sec = 5129.76, Accuracy = 0.62, Loss = 1.233
[2019-11-27 00:38] Train Step 34000/1000000, Batch Size = 64, Examples/Sec = 4977.20, Accuracy = 0.63, Loss = 1.209
[2019-11-27 00:38] Train Step 34100/1000000, Batch Size = 64, Examples/Sec = 4894.53, Accuracy = 0.64, Loss = 1.152
[2019-11-27 00:38] Train Step 34200/1000000, Batch Size = 64, Examples/Sec = 4818.62, Accuracy = 0.61, Loss = 1.250
[2019-11-27 00:38] Train Step 34300/1000000, Batch Size = 64, Examples/Sec = 5307.25, Accuracy = 0.63, Loss = 1.193
[2019-11-27 00:38] Train Step 34400/1000000, Batch Size = 64, Examples/Sec = 5016.83, Accuracy = 0.65, Loss = 1.168
[2019-11-27 00:38] Train Step 34500/1000000, Batch Size = 64, Examples/Sec = 5206.17, Accuracy = 0.63, Loss = 1.209
[2019-11-27 00:38] Train Step 34600/1000000, Batch Size = 64, Examples/Sec = 4807.40, Accuracy = 0.63, Loss = 1.206
[2019-11-27 00:38] Train Step 34700/1000000, Batch Size = 64, Examples/Sec = 5229.50, Accuracy = 0.63, Loss = 1.168
[2019-11-27 00:38] Train Step 34800/1000000, Batch Size = 64, Examples/Sec = 5620.74, Accuracy = 0.63, Loss = 1.168
[2019-11-27 00:38] Train Step 34900/1000000, Batch Size = 64, Examples/Sec = 4713.20, Accuracy = 0.64, Loss = 1.218
[2019-11-27 00:38] Train Step 35000/1000000, Batch Size = 64, Examples/Sec = 4818.10, Accuracy = 0.65, Loss = 1.154
[2019-11-27 00:38] Train Step 35100/1000000, Batch Size = 64, Examples/Sec = 5584.73, Accuracy = 0.64, Loss = 1.187
[2019-11-27 00:38] Train Step 35200/1000000, Batch Size = 64, Examples/Sec = 5510.21, Accuracy = 0.63, Loss = 1.170
[2019-11-27 00:38] Train Step 35300/1000000, Batch Size = 64, Examples/Sec = 5247.90, Accuracy = 0.63, Loss = 1.218
[2019-11-27 00:38] Train Step 35400/1000000, Batch Size = 64, Examples/Sec = 5129.37, Accuracy = 0.63, Loss = 1.174
[2019-11-27 00:38] Train Step 35500/1000000, Batch Size = 64, Examples/Sec = 5521.32, Accuracy = 0.61, Loss = 1.251
[2019-11-27 00:38] Train Step 35600/1000000, Batch Size = 64, Examples/Sec = 5068.65, Accuracy = 0.62, Loss = 1.217
[2019-11-27 00:38] Train Step 35700/1000000, Batch Size = 64, Examples/Sec = 5217.51, Accuracy = 0.65, Loss = 1.086
[2019-11-27 00:38] Train Step 35800/1000000, Batch Size = 64, Examples/Sec = 4869.22, Accuracy = 0.67, Loss = 1.136
[2019-11-27 00:38] Train Step 35900/1000000, Batch Size = 64, Examples/Sec = 4906.43, Accuracy = 0.63, Loss = 1.188
[2019-11-27 00:38] Train Step 36000/1000000, Batch Size = 64, Examples/Sec = 4945.38, Accuracy = 0.64, Loss = 1.167
[2019-11-27 00:38] Train Step 36100/1000000, Batch Size = 64, Examples/Sec = 4938.56, Accuracy = 0.66, Loss = 1.127
[2019-11-27 00:38] Train Step 36200/1000000, Batch Size = 64, Examples/Sec = 5647.59, Accuracy = 0.62, Loss = 1.252
[2019-11-27 00:38] Train Step 36300/1000000, Batch Size = 64, Examples/Sec = 5596.60, Accuracy = 0.65, Loss = 1.173
[2019-11-27 00:38] Train Step 36400/1000000, Batch Size = 64, Examples/Sec = 7261.29, Accuracy = 0.64, Loss = 1.187
[2019-11-27 00:38] Train Step 36500/1000000, Batch Size = 64, Examples/Sec = 5894.24, Accuracy = 0.62, Loss = 1.227
[2019-11-27 00:38] Train Step 36600/1000000, Batch Size = 64, Examples/Sec = 7376.83, Accuracy = 0.64, Loss = 1.139
[2019-11-27 00:38] Train Step 36700/1000000, Batch Size = 64, Examples/Sec = 7343.73, Accuracy = 0.64, Loss = 1.203
[2019-11-27 00:38] Train Step 36800/1000000, Batch Size = 64, Examples/Sec = 7260.51, Accuracy = 0.64, Loss = 1.174
[2019-11-27 00:38] Train Step 36900/1000000, Batch Size = 64, Examples/Sec = 7333.90, Accuracy = 0.66, Loss = 1.118
[2019-11-27 00:38] Train Step 37000/1000000, Batch Size = 64, Examples/Sec = 5287.39, Accuracy = 0.64, Loss = 1.168
[2019-11-27 00:39] Train Step 37100/1000000, Batch Size = 64, Examples/Sec = 4509.63, Accuracy = 0.65, Loss = 1.116
[2019-11-27 00:39] Train Step 37200/1000000, Batch Size = 64, Examples/Sec = 4688.34, Accuracy = 0.63, Loss = 1.184
[2019-11-27 00:39] Train Step 37300/1000000, Batch Size = 64, Examples/Sec = 7269.55, Accuracy = 0.61, Loss = 1.264
[2019-11-27 00:39] Train Step 37400/1000000, Batch Size = 64, Examples/Sec = 7244.63, Accuracy = 0.66, Loss = 1.116
[2019-11-27 00:39] Train Step 37500/1000000, Batch Size = 64, Examples/Sec = 7299.00, Accuracy = 0.64, Loss = 1.203
[2019-11-27 00:39] Train Step 37600/1000000, Batch Size = 64, Examples/Sec = 6829.90, Accuracy = 0.61, Loss = 1.262
[2019-11-27 00:39] Train Step 37700/1000000, Batch Size = 64, Examples/Sec = 7176.27, Accuracy = 0.64, Loss = 1.202
[2019-11-27 00:39] Train Step 37800/1000000, Batch Size = 64, Examples/Sec = 4406.58, Accuracy = 0.66, Loss = 1.099
[2019-11-27 00:39] Train Step 37900/1000000, Batch Size = 64, Examples/Sec = 5283.12, Accuracy = 0.66, Loss = 1.083
[2019-11-27 00:39] Train Step 38000/1000000, Batch Size = 64, Examples/Sec = 5313.98, Accuracy = 0.64, Loss = 1.158
[2019-11-27 00:39] Train Step 38100/1000000, Batch Size = 64, Examples/Sec = 6995.61, Accuracy = 0.64, Loss = 1.134
[2019-11-27 00:39] Train Step 38200/1000000, Batch Size = 64, Examples/Sec = 7296.82, Accuracy = 0.64, Loss = 1.131
[2019-11-27 00:39] Train Step 38300/1000000, Batch Size = 64, Examples/Sec = 5990.53, Accuracy = 0.64, Loss = 1.169
[2019-11-27 00:39] Train Step 38400/1000000, Batch Size = 64, Examples/Sec = 7319.10, Accuracy = 0.63, Loss = 1.180
[2019-11-27 00:39] Train Step 38500/1000000, Batch Size = 64, Examples/Sec = 7234.29, Accuracy = 0.64, Loss = 1.187
[2019-11-27 00:39] Train Step 38600/1000000, Batch Size = 64, Examples/Sec = 7230.78, Accuracy = 0.63, Loss = 1.204
[2019-11-27 00:39] Train Step 38700/1000000, Batch Size = 64, Examples/Sec = 7292.06, Accuracy = 0.63, Loss = 1.213
[2019-11-27 00:39] Train Step 38800/1000000, Batch Size = 64, Examples/Sec = 5353.51, Accuracy = 0.65, Loss = 1.168
